customer_id,email,signup_date,city,acquisition_channel,device_type
C000733,hira.rana733@example.com,2024-01-31,Lahore,App Store,iOS
C000734,fatima.shah734@example.com,2024-02-01,Abbottabad,Paid Social,Android
C000735,ayesha.ahmed735@example.com,2024-02-01,Lahore,Influencer,Desktop
C000736,taimoor.malik736@example.com,2024-02-01,Bahawalpur,Referral,Android
C000737,ali.rana737@example.com,2024-02-01,Lahore,Google Organic,iOS
C000738,sana.iqbal738@example.com,2024-02-01,Sukkur,Influencer,Desktop
C000739,fatima.butt739@example.com,2024-02-01,Lahore,Paid Social,Desktop
C000740,omar.abbasi740@example.com,2024-02-01,Sialkot,Influencer,Android
C000741,omar.malik741@example.com,2024-02-01,Rawalpindi,Paid Social,Android
C000742,ali.akhtar742@example.com,2024-02-01,Karachi,Paid Social,Android
C000743,asad.siddiqui743@example.com,2024-02-01,Lahore,organic,Desktop
C000744,saad.shah744@example.com,2024-02-01,Peshawar,paid social,Android
C000745,saad.rana745@example.com,2024-02-01,Faisalabad,Paid Social,Android
C000746,usman.javed746@example.com,2024-02-01,Lahore,App Store,Android
C000747,haris.baig747@example.com,2024-02-01,Karachi,App Store,iOS
C000748,sana.malik748@example.com,2024-02-01,Gujranwala,App Store,Desktop
C000749,faisal.mirza749@example.com,2024-02-01,Faisalabad,Paid Social,iOS
C000750,ibrahim.qureshi750@example.com,2024-02-01,Multan,App Store,Desktop
C000751,hassan.ahmed751@example.com,2024-02-01,Islamabad,Paid Social,Android
C000752,rabia.ali752@example.com,2024-02-01,Lahore,Organic Search,iOS
C000753,areeba.baig753@example.com,2024-02-02,Lahore,Influencer,Android
C000754,fatima.malik754@example.com,2024-02-02,Karachi,App Store,Android
C000755,saad.ali755@example.com,,sukkur,Organic Search,Android
C000756,amna.siddiqui756@example.com,2024-02-02,Lahore,Paid Social,Desktop
C000757,iqra.abbasi757@example.com,2024-02-02,Islamabad,Referral,Android
C000758,sana.abbasi758@example.com,2024-02-02,Lahore,Organic Search,Android
C000759,sara.qureshi759@example.com,2024-02-02,LAHORE,App Store,Android
C000760,haris.mirza760@example.com,2024-02-02,Multan,App Store,Android
C000761,maryam.mirza761@example.com,2024-02-02,Faisalabad,App Store,iOS
C000762,faisal.javed762@example.com,2024-02-02,Hyderabad,Organic Search,Android
C000763,maryam.hussain763@example.com,2024-02-02,Karachi,Influencer,Android
C000764,fatima.malik764@example.com,2024-02-02,Sialkot,Organic Search,Android
C000765,noor.baig765@example.com,2024-02-02,Abbottabad,Direct,Android
C000766,sara.iqbal766@example.com,2024-02-02,Sargodha,Direct,Desktop
C000767,hamza.awan767@example.com,2024-02-02,Karachi,Paid Social,Desktop
C000768,amna.ali768@example.com,2024-02-02,Islamabad,Influencer,Desktop
C000769,omar.malik769@example.com,2024-02-02,Sukkur,Organic Search,Android
C000770,abdullah.iqbal770@example.com,2024-02-02,Peshawar,Direct,Android
C000771,ahmed.mirza771@example.com,2024-02-02,Karachi,Referral,Desktop
C000772,ali.chaudhry772@example.com,2024-02-02,Sialkot,Paid Social,Android
C000773,hira.raza773@example.com,2024-02-02,GRW,Referral,Desktop
C000774,maryam.ahmed774@example.com,2024-02-02,,Instagram Ads,iOS
C000775,zain.butt775@example.com,2024-02-02,Lahore,Paid Social,Desktop
C000776,amna.chaudhry776@example.com,2024-02-03,Faisalabad,Referral,Desktop
C000777,khadija.ahmed777@example.com,2024-02-03,Multan,Paid Social,iOS
C000778,saad.khan778@example.com,2024-02-03,Lahore,App Store,Android
C000779,omar.qureshi779@example.com,2024-02-03,Hyderabad,App Store,Desktop
C000780,fatima.abbasi780@example.com,2024-02-03,Lahore,Influencer,Desktop
C000781,abdullah.raza781@example.com,2024-02-03,Karachi,Referral,Android
C000782,haris.shah782@example.com,2024-02-03,Sialkot,Paid Social,Desktop
C000783,omar.mirza783@example.com,2024-02-03,Lahore,Organic Search,Android
C000784,asad.awan784@example.com,2024-02-03,Karachi,Organic Search,Android
C000785,taimoor.malik785@example.com,2024-02-03,Gujranwala,Paid Social,Android
C000786,sana.ali786@example.com,2024-02-03,Hyderabad,Influencer,Android
C000787,danish.chaudhry787@example.com,2024-02-03,Hyderabad,App Store,iOS
C000788,taimoor.raza788@example.com,2024-02-03,Lahore,Paid Social,Android
C000789,mahnoor.rana789@example.com,2024-02-03,Rawalpindi,App Store,Android
C000790,rabia.ali790@example.com,2024-02-03,Karachi,Paid Social,Android
C000791,iqra.ali791@example.com,2024-02-03,Karachi,App Store,Android
C000792,fatima.chaudhry792@example.com,2024-02-03,Lahore,Direct,Android
C000793,ibrahim.sheikh793@example.com,2024-02-03,Islamabad,Referral,Android
C000794,ali.javed794@example.com,2024-02-03,Rawalpindi,App Store,Desktop
C000795,ahmed.khan795@example.com,2024-02-03,Karachi,Paid Social,iOS
C000796,areeba.ahmed796@example.com,2024-02-03,Sialkot,Influencer,Android
C000797,sana.ahmed797@example.com,2024-02-03,Abbottabad,Referral,Android
C000798,danish.abbasi798@example.com,2024-02-04,Karachi,Referral,Desktop
C000799,noor.abbasi799@example.com,2024-02-04,Gujranwala,Organic Search,Android
C000800,iqra.shah800@example.com,2024-02-04,Faisalabad,Referral,Android
C000801,ali.shah801@example.com,2024-02-04,Islamabad,App Store,Android
C000802,hamza.shah802@example.com,2024-02-04,Islamabad,Organic Search,Desktop
C000803,hira.malik803@example.com,2024-02-04,Peshawar,Influencer,Android
C000804,bilal.ali804@example.com,2024-02-04,Karachi,Organic Search,Desktop
C000805,zain.abbasi805@example.com,2024-02-04,Faisalabad,Paid Social,Android
C000806,sana.malik806@example.com,2024-02-04,Lahore,Referral,iOS
C000807,maryam.qureshi807@example.com,2024-02-04,Karachi,Influencer,Android
C000808,fatima.butt808@example.com,2024-02-04,Rawalpindi,Influencer,Android
C000809,abdullah.ahmed809@example.com,2024-02-04,Lahore,Paid Social,Android
C000810,asad.chaudhry810@example.com,2024-02-04,Peshawar,Direct,Android
C000811,hira.akhtar811@example.com,2024-02-04,Faisalabad,Paid Social,Android
C000812,mahnoor.siddiqui812@example.com,2024-02-04,Karachi,Direct,Android
C000813,usman.qureshi813@example.com,2024-02-04,Sialkot,App Store,Android
C000814,usman.malik814@example.com,2024-02-04,Lahore,Direct,iOS
C000815,ayesha.abbasi815@example.com,2024-02-04,Multan,App Store,Android
C000816,ayesha.malik816@example.com,2024-02-04,Lahore,Organic Search,Android
C000817,zain.khan817@example.com,2024-02-04,Karachi,Organic Search,Android
C000818,zainab.raza818@example.com,2024-02-04,Sialkot,Paid Social,Android
C000819,fatima.raza819@example.com,2024-02-04,Bahawalpur,Referral,Android
C000820,fatima.khan820@example.com,2024-02-04,Lahore,Organic Search,Desktop
C000821,haris.mirza821@example.com,2024-02-04,Lahore,App Store,Desktop
C000822,zainab.shah822@example.com,2024-02-04,Multan,App Store,Android
C000823,hira.iqbal823@example.com,2024-02-04,Karachi,Organic Search,Android
C000824,abdullah.mirza824@example.com,2024-02-04,Sialkot,Paid Social,iOS
C000825,rabia.ahmed825@example.com,2024-02-05,Karachi,Direct,iOS
C000826,abdullah.qureshi826@example.com,2024-02-05,Karachi,Influencer,Desktop
C000827,abdullah.akhtar827@example.com,2024-02-05,Karachi,Referral,Android
C000828,asad.khan828@example.com,2024-02-05,Lahore,Direct,Android
C000829,amna.siddiqui829@example.com,2024-02-05,Sialkot,App Store,Android
C000830,zain.chaudhry830@example.com,2024-02-05,Faisalabad,Organic Search,Android
C000831,usman.shah831@example.com,2024-02-05,Karachi,App Store,Desktop
C000832,asad.mirza832@example.com,2024-02-05,Karachi,Direct,Desktop
C000833,zainab.ali833@example.com,2024-02-05,Lahore,paid social,Desktop
C000834,mahnoor.qureshi834@example.com,2024-02-05,Faisalabad,Paid Social,Desktop
C000835,zainab.akhtar835@example.com,2024-02-05,Rawalpindi,App Store,Android
C000836,rabia.rana836@example.com,2024-02-05,Karachi,Referral,Android
C000837,danish.rana837@example.com,2024-02-05,Peshawar,Influencer,Android
C000838,usman.chaudhry838@example.com,2024-02-05,Faisalabad,Facebook Ads,Desktop
C000839,noor.iqbal839@example.com,2024-02-05,sargodha,Organic Search,Android
C000840,maryam.siddiqui840@example.com,2024-02-05,Rawalpindi,Paid Social,Android
C000841,rabia.shah841@example.com,2024-02-05,LHR,Referral,iOS
C000842,iqra.malik842@example.com,2024-02-05,Karachi,App Store,Android
C000843,zain.awan843@example.com,2024-02-05,Bahawalpur,Organic Search,Android
C000844,amna.hussain844@example.com,2024-02-05,Karachi,Organic Search,Android
C000845,fatima.hussain845@example.com,2024-02-05,Lahore,App Store,Android
C000846,noor.mirza846@example.com,2024-02-05,Islamabad Capital Territory,App Store,Android
C000847,bilal.raza847@example.com,2024-02-05,rawalpindi,Organic Search,Android
C000848,asad.butt848@example.com,2024-02-05,Rawalpindi,Paid Social,Android
C000849,mahnoor.sheikh849@example.com,2024-02-05,Multan,Paid Social,Desktop
C000850,hassan.khan850@example.com,2024-02-05,karachi,Direct,Android
C000851,taimoor.awan851@example.com,2024-02-05,MULTAN,Organic Search,Desktop
C000852,asad.sheikh852@example.com,2024-02-06,QUETTA,Organic Search,Android
C000853,omar.qureshi853@example.com,2024-02-06,Karachi,Organic Search,Desktop
C000854,haris.iqbal854@example.com,2024-02-06,Karachi,Paid Social,Android
C000855,areeba.rana855@example.com,2024-02-06,Mardan,Referral,Android
C000856,hamza.hussain856@example.com,2024-02-06,Lahore,Influencer,iOS
C000857,ayesha.khan857@example.com,2024-02-06,Islamabad,App Store,iOS
C000858,hassan.hussain858@example.com,2024-02-06,Lahore Cantt,Influencer,Android
C000859,khadija.iqbal859@example.com,2024-02-06,Rawalpindi,Paid Social,Android
C000860,ahmed.ali860@example.com,2024-02-06,Multan,Referral,Android
C000861,rabia.khan861@example.com,2024-02-06,PESHAWAR,App Store,Android
C000862,sana.sheikh862@example.com,2024-02-06,Lahore,Organic Search,Desktop
C000863,fatima.siddiqui863@example.com,2024-02-06,Lahore,Referral,Android
C000864,hamza.awan864@example.com,2024-02-06,Rawalpindi,Organic Search,Desktop
C000865,ali.javed865@example.com,2024-02-06,Lahore,Paid Social,Android
C000866,sara.akhtar866@example.com,2024-02-06,Faisalabad,App Store,iOS
C000867,usman.iqbal867@example.com,2024-02-06,Faisalabad ,Direct,iOS
C000868,sara.mirza868@example.com,2024-02-06,Quetta,Organic Search,Android
C000869,areeba.khan869@example.com,2024-02-06,Karachi,Paid Social,Android
C000870,maryam.qureshi870@example.com,2024-02-06,Karachi,Direct,Android
C000871,hassan.ali871@example.com,2024-02-06,hyderabad,App Store,Android
C000872,zain.rana872@example.com,2024-02-06,Rawalpindi,App Store,iOS
C000873,hamza.akhtar873@example.com,2024-02-06,Karachi,App Store,Desktop
C000874,danish.hussain874@example.com,2024-02-06,Sukkur,Organic Search,Desktop
C000875,usman.malik875@example.com,2024-02-06,Faisalabad,App Store,Desktop
C000876,sara.shah876@example.com,2024-02-06,Islamabad,Organic Search,iOS
C000877,ahmed.ali877@example.com,2024-02-06,Hyderabad,Influencer,Android
C000878,ali.malik878@example.com,2024-02-06,Pindi,Referral,Android
C000879,mahnoor.malik879@example.com,2024-02-06,,Organic Search,iOS
C000880,ayesha.ahmed880@example.com,2024-02-06,Lahore,App Store,Desktop
C000881,mahnoor.rana881@example.com,2024-02-06,Islamabad,Organic Search,Android
C000882,fatima.iqbal882@example.com,2024-02-07,islamabad,Influencer,Android
C000883,sana.ahmed883@example.com,2024-02-07,Multan,App Store,Android
C000884,zainab.ali884@example.com,2024-02-07,Islamabad,Paid Social,iOS
C000885,ibrahim.hussain885@example.com,2024-02-07,Karachi,Paid Social,Android
C000886,rabia.javed886@example.com,2024-02-07,Multan,Organic Search,Android
C000887,khadija.khan887@example.com,2024-02-07,Karachi,App Store,Android
C000888,ayesha.baig888@example.com,2024-02-07,Gujranwala,Influencer,Desktop
C000889,omar.raza889@example.com,2024-02-07,MULTAN,Influencer,Desktop
C000890,faisal.raza890@example.com,2024-02-07,Rawalpindi,Direct,Android
C000891,ayesha.ali891@example.com,2024-02-07,Islamabad ,Direct,iOS
C000892,haris.ali892@example.com,2024-02-07,,App Store,Android
C000893,khadija.baig893@example.com,2024-02-07,Faisalabad,Organic Search,iOS
C000894,noor.raza894@example.com,2024-02-07,Karachi,Organic Search,Desktop
C000895,mahnoor.hussain895@example.com,2024-02-07,Faisalabad,Direct,Android
C000896,rabia.abbasi896@example.com,2024-02-07,Karachi,Direct,Android
C000897,noor.hussain897@example.com,2024-02-07,Rawalpindi,Paid Social,Android
C000898,zainab.rana898@example.com,2024-02-07,Karachi,App Store,Desktop
C000899,zain.hussain899@example.com,2024-02-07,Karachi,Paid Social,iOS
C000900,usman.khan900@example.com,2024-02-07,Islamabad,Organic Search,Desktop
C000901,khadija.khan901@example.com,2024-02-07,Multan,Direct,Android
C000902,sara.butt902@example.com,2024-02-08,Lahore,App Store,Desktop
C000903,fatima.sheikh903@example.com,2024-02-08,Islamabad,Direct,Android
C000904,asad.ali904@example.com,2024-02-08,"Hyderabad, Sindh",Organic Search,Android
C000905,saad.rana905@example.com,2024-02-08,Rawalpindi,Direct,Android
C000906,abdullah.qureshi906@example.com,2024-02-08,Rawalpindi,Referral,Desktop
C000907,bilal.chaudhry907@example.com,2024-02-08,Karachi,Organic Search,Android
C000908,areeba.ali908@example.com,2024-02-08,Karachi,Paid Social,iOS
C000909,hira.siddiqui909@example.com,2024-02-08,,Paid Social,iOS
C000910,asad.abbasi910@example.com,2024-02-08,Sargodha,Paid Social,Desktop
C000911,zainab.malik911@example.com,2024-02-08,karachi,App Store,Android
C000912,areeba.khan912@example.com,2024-02-08,Karachi,Organic Search,Android
C000913,rabia.abbasi913@example.com,2024-02-08,"Karachi, Sindh",Direct,Desktop
C000914,sara.ahmed914@example.com,2024-02-08,"Hyderabad, Sindh",App Store,Android
C000915,hira.iqbal915@example.com,2024-02-08,Lahore,Influencer,Android
C000916,bilal.siddiqui916@example.com,2024-02-08,Hyderabad,Paid Social,Android
C000917,hira.siddiqui917@example.com,2024-02-08,Lahore,Influencer,Desktop
C000918,sana.malik918@example.com,2024-02-08,Hyderabad,app_store,Android
C000919,mahnoor.awan919@example.com,2024-02-08,Quetta,Paid Social,Android
C000920,abdullah.ahmed920@example.com,2024-02-08,Lahore,app_store,Android
C000921,saad.siddiqui921@example.com,2024-02-08,Sargodha,Paid Social,Desktop
C000922,fatima.akhtar922@example.com,2024-02-08,Sukkur,App Store,Android
C000923,ibrahim.raza923@example.com,2024-02-08,Karachi,App Store,Desktop
C000924,amna.ali924@example.com,2024-02-08,Rawalpindi,Referral,Desktop
C000925,khadija.awan925@example.com,2024-02-08,Faisalabad,Referral,Desktop
C000926,taimoor.chaudhry926@example.com,2024-02-09,GRW,Paid Social,Android
C000927,ali.sheikh927@example.com,2024-02-09,Multan,Paid Social,iOS
C000928,abdullah.ahmed928@example.com,2024-02-09,Multan,App Store,Desktop
C000929,maryam.siddiqui929@example.com,2024-02-09,Lahore,App Store,iOS
C000930,noor.sheikh930@example.com,2024-02-09,Gujranwala,Influencer,Android
C000931,faisal.hussain931@example.com,2024-02-09,karachi,Paid Social,Desktop
C000932,taimoor.khan932@example.com,2024-02-09,Faisalabad,Influencer,Android
C000933,bilal.awan933@example.com,2024-02-09,Karachi,Paid Social,Android
C000934,mahnoor.awan934@example.com,2024-02-09,peshawar,Organic Search,Desktop
C000935,khadija.baig935@example.com,2024-02-09,Hyderabad,Paid Social,Android
C000936,asad.sheikh936@example.com,2024-02-09,Karachi,App Store,Desktop
C000937,abdullah.mirza937@example.com,2024-02-09,Hyderabad,paid social,Android
C000938,mahnoor.abbasi938@example.com,2024-02-09,Gujranwala,Organic Search,Android
C000939,zain.iqbal939@example.com,2024-02-09,Karachi,Influencer,iOS
C000940,khadija.khan940@example.com,2024-02-09,Lahore,Paid Social,iOS
C000941,saad.akhtar941@example.com,2024-02-09,Karachi,Paid Social,iOS
C000942,hamza.sheikh942@example.com,2024-02-10,Karachi,Paid Social,Desktop
C000943,hira.chaudhry943@example.com,2024-02-10,Hyderabad,App Store,Android
C000944,usman.javed944@example.com,2024-02-10,Lahore,Direct,Android
C000945,hira.akhtar945@example.com,2024-02-10,Faisalabad,Facebook Ads,iOS
C000946,hamza.hussain946@example.com,2024-02-10,Karachi,Organic Search,Android
C000947,mahnoor.khan947@example.com,2024-02-10,Karachi,Paid Social,Android
C000948,noor.chaudhry948@example.com,2024-02-10,Faisalabad,App Store,Android
C000949,ayesha.siddiqui949@example.com,2024-02-10,Lahore,Organic Search,Android
C000950,zainab.mirza950@example.com,2024-02-10,quetta,Referral,Android
C000951,zainab.chaudhry951@example.com,2024-02-10,Karachi,Paid Social,iOS
C000952,khadija.ahmed952@example.com,2024-02-10,Faisalabad ,App Store,Android
C000953,sara.shah953@example.com,2024-02-10,Multan,Direct,Android
C000954,asad.chaudhry954@example.com,2024-02-10,Faisalabad,Paid Social,Android
C000955,iqra.sheikh955@example.com,2024-02-10,Multan,Influencer,Android
C000956,danish.qureshi956@example.com,2024-02-10,Lahore,Direct,iOS
C000957,asad.rana957@example.com,2024-02-10,Peshawar,Referral,Android
C000958,bilal.shah958@example.com,2024-02-10,Rawalpindi,App Store,Desktop
C000959,abdullah.siddiqui959@example.com,2024-02-10,Hyderabad,Paid Social,Android
C000960,ali.ali960@example.com,2024-02-10,Karachi,Organic Search,Desktop
C000961,mahnoor.javed961@example.com,2024-02-10,Karachi,Organic Search,Android
C000962,asad.khan962@example.com,2024-02-10,,Organic Search,Android
C000963,ahmed.siddiqui963@example.com,2024-02-10,Lahore,App Store,Android
C000964,faisal.qureshi964@example.com,2024-02-10,Karachi,Direct,Desktop
C000965,zain.siddiqui965@example.com,2024-02-10,Karachi,Influencer,Android
C000966,bilal.butt966@example.com,2024-02-10,Karachi,Influencer,Android
C000967,ali.shah967@example.com,2024-02-10,Karachi,App Store,Android
C000968,zain.butt968@example.com,2024-02-11,Karachi,Paid Social,Desktop
C000969,sara.ali969@example.com,2024-02-11,Hyderabad,App Store,Android
C000970,zain.akhtar970@example.com,2024-02-11,Sukkur,Influencer,Android
C000971,mahnoor.akhtar971@example.com,2024-02-11,Lahore,App Store,Android
C000972,danish.malik972@example.com,2024-02-11,Karachi,Direct,Android
C000973,ayesha.butt973@example.com,2024-02-11,Lahore,Organic Search,Desktop
C000974,usman.awan974@example.com,2024-02-11,Gujranwala,Organic Search,Android
C000975,fatima.sheikh975@example.com,2024-02-11,Bahawalpur,Referral,Android
C000976,sara.ahmed976@example.com,2024-02-11,Lahore,App Store,iOS
C000977,hamza.mirza977@example.com,2024-02-11,Karachi,Organic Search,Android
C000978,asad.qureshi978@example.com,2024-02-11,Lahore,Paid Social,Desktop
C000979,hassan.rana979@example.com,2024-02-11,Lahore,Direct,Android
C000980,areeba.javed980@example.com,2024-02-11,Karachi,Organic Search,Desktop
C000981,ali.abbasi981@example.com,2024-02-11,Multan,Paid Social,Android
C000982,bilal.sheikh982@example.com,2024-02-11,Karachi,Organic Search,iOS
C000983,fatima.mirza983@example.com,2024-02-11,Karachi,Organic Search,Android
C000984,amna.abbasi984@example.com,2024-02-11,Multan,Paid Social,Android
C000985,faisal.chaudhry985@example.com,2024-02-11,Peshawar,Organic Search,Desktop
C000986,noor.shah986@example.com,2024-02-11,Karachi,Paid Social,Desktop
C000987,saad.hussain987@example.com,2024-02-11,peshawar,Organic Search,Desktop
C000988,zainab.ahmed988@example.com,2024-02-11,Lahore,Paid Social,iOS
C000989,sana.abbasi989@example.com,2024-02-11,Lahore,Organic Search,iOS
C000990,ibrahim.siddiqui990@example.com,2024-02-11,Karachi,Paid Social,Android
C000991,faisal.malik991@example.com,2024-02-11,Karachi,Referral,Android
C000992,hamza.chaudhry992@example.com,2024-02-12,Karachi,paid social,Android
C000993,ayesha.hussain993@example.com,2024-02-12,Faisalabad,App Store,Android
C000994,danish.sheikh994@example.com,2024-02-12,Sialkot,App Store,Android
C000995,faisal.ahmed995@example.com,2024-02-12,Karachi,Paid Social,Android
C000996,hamza.javed996@example.com,2024-02-12,Lahore,Paid Social,Android
C000997,khadija.hussain997@example.com,2024-02-12,Lahore,Influencer,Android
C000998,asad.baig998@example.com,2024-02-12,Lahore,Paid Social,Desktop
C000999,zain.malik999@example.com,2024-02-12,Gujranwala,Paid Social,Android
C001000,ahmed.siddiqui1000@example.com,2024-02-12,Karachi,Organic Search,iOS
